#gene_id	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1	RNF43_WT_2	RNF43_WT_3	RNF43_WT_1	RNF43_WT_4	GFP_1	RNF43_R117fs_4	GFP_3	GFP_2	RNF43_R117fs_1	GFP_4	RNF43_R117fs_3	RNF43_R117fs_2
ANAPC10	4.7241480000000005	4.677384	4.755911	4.805848	4.8089260000000005	4.810844	4.929839	4.832007	4.650725	4.58362	5.05277	4.98475	4.659619999999999	5.261563	5.05631	5.080662
ANAPC11	8.290007000000001	8.402726	8.39937	8.350236	8.324342999999999	8.119384	8.067965	8.166525	8.038122	8.523442	8.031242	8.132676	8.028834	7.975575	8.244769999999999	8.196307000000001
ANAPC13	5.810917	5.816192	5.835575	6.011309	5.87055	5.901781	5.87753	5.784866	5.717681	5.314598	5.944735	5.861263	5.811641000000001	5.806357	6.10648	6.0209839999999994
ANAPC15	4.769446	4.66595	4.863919999999999	4.627053	5.002505	4.589239	4.676449	4.625058	4.580421	4.488466000000001	4.639611	4.698306	4.514922	4.573268	4.850286	4.515848
ANAPC16	6.566732000000001	6.569564	6.554577	6.630625	6.5814449999999995	6.776941000000001	6.862634	6.634892999999999	6.745276	6.327879	6.909814	6.7460960000000005	6.773117999999999	6.615962	6.781553999999999	6.839235
ANAPC2	5.275998	5.428804	5.43158	5.145944	5.226573999999999	5.321395	5.365705	5.315848	5.598146	5.7809989999999996	5.453326000000001	5.375309	5.425157	5.59051	5.3754040000000005	5.5514529999999995
ANAPC4	3.666089	3.6817949999999997	3.6977510000000002	3.9172589999999996	4.047464	3.880438	3.986796	4.082825	3.549718	3.407899	4.155605	4.055368	4.1068370000000005	3.89589	4.239767	3.878961
ANAPC5	6.8697610000000005	6.932979	6.964197	6.7574309999999995	6.8453740000000005	6.707427	6.702057000000001	6.759675	6.762517999999999	6.740048	6.787328	6.843552000000001	6.713572999999999	7.000235000000001	6.829891	6.827404
ANAPC7	6.283482	6.3124769999999994	6.4441559999999996	6.3112449999999995	6.369402	6.37948	6.351274	6.3741080000000006	6.34933	6.373526	6.608528999999999	6.696164	6.410463	6.584722999999999	6.3179419999999995	6.559238000000001
ANG	2.2163619999999997	2.997296	2.402902	2.694568	2.387616	2.406877	1.7572880000000002	2.374689	2.625051	2.45211	3.056266	2.417558	2.177404	2.830582	2.835269	2.191839
ANGEL1	4.664524	4.746808000000001	4.938469	4.677896	4.784351999999999	4.757314	4.647272	4.777299	5.056795	5.233225	4.885562999999999	4.875078	4.775015	4.981646	5.015130999999999	4.882732
ANGEL2	4.99561	4.938344	4.861508000000001	4.946562	5.026782	5.166248	5.163778	5.063728	5.165619	4.796263	5.072126	4.997858	5.118576	4.962637	4.824326	4.856705000000001
ANGPTL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22371300000000002	0.07904299999999999	0.0	0.0	0.20703200000000002	0.0	0.116276
ANK1	1.29439	1.497767	1.547079	0.960483	1.102503	0.49698400000000004	0.714555	0.647203	0.80757	1.6461860000000001	1.419759	1.339264	1.081404	1.4237600000000001	1.116119	0.9474360000000001
ANK2	4.293689	3.9340089999999996	4.2309779999999995	4.405648	4.142208999999999	4.388612	4.196524	4.333182	4.386719	4.2156199999999995	4.199879	4.1568830000000005	4.577706	3.9917269999999996	4.147291	4.310201999999999
ANK3	4.1921040000000005	4.077907	3.7226519999999996	4.231502	3.9979620000000002	4.087708	4.287719999999999	4.229374	4.062816000000001	4.231674	4.133776999999999	4.087562999999999	4.10459	4.243646	4.10744	4.651396
ANKAR	1.8299990000000002	1.569318	1.320948	1.589024	1.488423	0.9299540000000001	1.5636450000000002	1.220767	1.058926	0.855461	1.7766099999999998	1.4569290000000001	1.289896	1.3737219999999999	1.3872389999999999	1.398181
ANKDD1A	1.76373	1.411894	1.64678	1.250979	1.065181	1.355575	1.489492	1.230643	1.72878	1.7422689999999998	1.6103690000000002	1.253387	1.717257	1.710837	1.809821	1.6694759999999997
ANKEF1	1.134081	0.932415	1.1153629999999999	0.9807819999999999	1.305684	1.447727	1.414072	1.14724	1.0740450000000001	0.805867	1.2244700000000002	1.071516	1.2358719999999999	0.9646040000000001	1.1581700000000001	1.3261399999999999
ANKFY1	4.510651	4.640667	4.528682	4.507601999999999	4.419311	4.570295	4.5329489999999995	4.50569	4.695883	4.654648	4.8224800000000005	4.720601	4.671962000000001	4.818039	4.522279	4.573321
ANKH	6.036798999999999	5.912587	5.899097	5.824065	5.995957	5.658027	5.528041	5.506253	5.728786	5.754872	5.645862999999999	5.587283	5.712899	5.580412	5.622705000000001	5.5404029999999995
ANKHD1	5.62332	5.62078	5.638548	5.487035	5.549537	5.540239	5.471077999999999	5.4699860000000005	5.796883	5.676569000000001	5.941736	5.957676	5.656548	6.179673	6.067537000000001	5.975553
ANKHD1-EIF4EBP3	3.05206	2.9946040000000003	3.026452	2.9861009999999997	3.093833	3.114983	3.1766810000000003	3.3157959999999997	3.7287739999999996	3.398504	3.6025699999999996	4.001402	3.094755	4.0298099999999994	2.8561799999999997	3.194248
ANKIB1	3.782507	3.989294	3.832955	3.5182849999999997	3.5255910000000004	3.6441410000000003	3.5746059999999997	3.534196	4.051181	3.320289	4.2397860000000005	3.947754	3.669697	4.016534	3.7583260000000003	3.824172
ANKK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46262	0.0	0.0
ANKLE1	0.8843059999999999	0.42355600000000004	0.686837	0.220734	0.007431999999999999	0.23519400000000001	0.322182	0.0	0.646895	0.5997020000000001	1.157168	1.0720530000000001	0.571825	1.54752	0.534374	0.510342
ANKLE2	5.715135	5.667144	5.787587	5.629849	5.586608	5.602606	5.4474730000000005	5.550112	6.031364	5.993809	5.958749	6.0434779999999995	5.703346	6.122066	5.929973	5.916633
ANKMY1	2.700843	2.298694	2.6567830000000003	2.653167	2.744497	3.0816060000000003	2.9176439999999997	2.7965400000000002	2.603436	2.9587849999999998	3.141388	2.778915	2.577618	2.61132	2.9778290000000003	2.597645
ANKMY2	3.425327	3.2739830000000003	3.175893	3.2272689999999997	3.18182	3.261039	3.4213150000000003	3.2882580000000003	3.412993	2.9412700000000003	3.733704	3.694168	3.3024199999999997	3.86845	3.46737	3.640418
ANKRA2	3.9832769999999997	4.1322790000000005	4.046428	3.892825	4.228061	4.048822	4.022252	3.9572190000000003	4.396246	3.857701	4.528618	4.511811	4.032653	4.548577	4.496142	4.37725
ANKRD1	1.518948	1.7641930000000001	1.74865	1.5660209999999999	1.895361	1.231654	0.9845379999999999	1.3636139999999999	0.403104	0.0	0.893191	0.8889440000000001	0.0	0.6531520000000001	0.55279	0.108705
ANKRD10	5.449656	5.465103	5.588525	5.263376999999999	5.015885	5.044682	5.164972	5.005007	5.483169999999999	4.9203980000000005	5.4823699999999995	5.39365	5.117223	5.602139	5.112287	5.326914
ANKRD11	6.4596290000000005	6.481166	6.449446	6.374936	6.205029	6.3416809999999995	6.217432	6.32566	6.526299	6.741014	6.542715	6.512436	6.271133	6.541262000000001	6.366332	6.258267
ANKRD12	3.019942	3.22872	3.029788	2.6968099999999997	2.668466	2.82838	2.5329900000000003	3.292118	2.436845	3.061	2.4979009999999997	2.8745939999999996	2.4486	2.9825939999999997	2.293167	2.822907
ANKRD13A	5.088655999999999	5.087305000000001	5.167129	4.980588	4.7666319999999995	5.030931	5.082975	4.9876830000000005	5.363368	5.229966	5.292446	5.38909	5.218438	5.671816000000001	5.025334	5.214894
ANKRD13B	5.396583000000001	5.405459	5.186532	5.282006	5.115726	4.988427	5.0030589999999995	5.063502	4.955148	5.645511	5.116230000000001	5.147149	5.248222	5.233379	5.330159	5.290996
ANKRD13C	4.973943	5.09366	5.000063	4.959504	4.9454519999999995	4.94987	4.82015	4.841295	5.172706	4.703616	5.1570480000000005	5.309926	4.955857	5.382465	4.991921	5.095286
ANKRD13D	4.566382	4.358956	4.317239	4.340545	4.2763089999999995	4.260162	4.40099	4.143657	4.911067	4.652626000000001	4.7915160000000006	4.578361	4.480625	4.820786	4.273257	4.6022870000000005
ANKRD16	2.8919189999999997	2.652564	2.731319	2.583483	2.936438	2.879843	2.71431	2.877918	2.7471509999999997	2.967896	2.665855	2.671856	3.024262	2.5232759999999996	2.691743	2.751273
ANKRD17	5.021495	5.09754	5.139629	4.989875	4.944036	4.930407	4.745806	4.924277	5.282155	4.877763	5.359515	5.512241	4.967189	5.692097	5.402191	5.198972
ANKRD18A	3.271274	3.151734	2.4895419999999997	2.414336	3.0618369999999997	2.852403	2.310105	3.3522	1.917434	1.938074	2.3454189999999997	2.440197	2.057106	3.3904370000000004	3.143075	3.188411
ANKRD18B	3.8649150000000003	4.0290550000000005	3.7842510000000003	3.378228	3.821879	3.461325	4.025101	3.621082	3.716614	3.4666550000000003	3.74361	3.2037459999999998	3.4985440000000003	3.875711	3.718507	4.003523
ANKRD18EP	2.142391	2.586107	2.3309599999999997	2.3064459999999998	2.185775	2.180956	2.150075	2.130354	2.398971	0.996403	2.447748	2.4216029999999997	2.1189150000000003	2.616932	1.948926	2.237016
ANKRD19P	4.51194	4.502082	4.506157	4.430649	4.543359	4.668692	4.99182	4.4908	5.0380650000000005	4.25044	4.934394	4.68676	4.803182	4.9746440000000005	4.93564	5.138875
ANKRD20A1	0.59309	0.297164	0.043779000000000005	0.135904	0.0	0.7220439999999999	0.548358	0.0	0.0	1.0314530000000002	0.516845	0.0	0.8475469999999999	0.713174	1.374334	0.0
ANKRD20A17P	0.0	0.0	0.052012	0.0	0.0	0.0	0.0	0.0	0.0	0.11894400000000001	0.0	0.0	0.0	0.57806	0.200818	0.530191
ANKRD20A19P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.130741	0.0	0.0
ANKRD20A2	0.0	0.0	0.0	0.0	0.0	0.0	0.3978	0.0	0.0	0.0	0.0	0.240181	0.0	0.0	0.0	0.161435
ANKRD20A3	0.032611	0.0	0.0	0.0	0.0	0.0	0.0	1.097315	0.376448	0.0	0.570624	0.0	0.0	0.0	0.0	0.0
ANKRD20A4	0.23386500000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.997458	0.0	0.0
ANKRD20A5P	1.847905	1.893702	1.775251	1.8671330000000002	1.8185240000000003	1.9270669999999999	1.560607	1.969163	2.069375	1.922648	2.805296	1.9645299999999999	1.747918	2.4748069999999998	2.110129	2.1655189999999997
ANKRD23	1.319482	1.318222	1.498191	1.089357	1.407709	0.745425	1.7922189999999998	1.444221	1.923345	2.076536	1.579094	1.748168	1.825378	1.887431	1.399351	1.940568
ANKRD24	0.0	0.0	0.285315	0.544316	0.5587489999999999	0.0	0.463222	0.0	1.16393	0.48604899999999995	0.525357	0.39026900000000003	0.303187	1.362066	0.139904	0.7320260000000001
ANKRD26	3.0876040000000002	2.938486	2.688434	2.53566	2.727832	2.986743	2.716511	2.8744	2.987012	1.9961400000000002	2.8640790000000003	2.892086	2.898377	2.862625	2.588402	3.1595009999999997
ANKRD27	4.584955	4.715393	4.819648	4.596283000000001	4.470097	4.3842550000000005	4.229983	4.424412	4.495883999999999	4.226495	4.493263	4.6602809999999995	4.3167480000000005	4.624172	4.499230000000001	4.399124
ANKRD28	4.593156	4.4497279999999995	4.44651	4.543744	4.640275	4.680785	4.712721	4.679868	4.80995	4.733701	4.907819	4.959324	4.804489	4.991407	4.76049	4.82463
ANKRD29	3.539538	3.413323	3.345179	3.2660270000000002	3.488006	3.291639	3.2359869999999997	3.422807	3.054104	3.5227489999999997	3.1458310000000003	3.346048	3.211502	3.290251	3.479021	3.528973
ANKRD33B	2.084474	2.052608	1.9008150000000001	1.9759240000000002	2.01262	2.016925	2.115606	2.0276669999999997	1.922506	1.5794549999999998	1.921482	1.858436	2.1384990000000004	1.873884	1.7032330000000002	1.811734
ANKRD34A	1.242942	1.807041	1.650741	1.518621	0.9594360000000001	0.616941	0.349071	1.194207	1.733294	2.794301	1.73117	2.034628	1.562589	2.385998	1.861273	1.7216330000000002
ANKRD34B	1.652105	1.6848869999999998	2.1647540000000003	1.517236	1.71976	1.460138	1.437997	1.461525	0.823586	0.07271	1.335793	1.291509	1.1087040000000001	1.0275040000000002	1.735522	1.3299889999999999
ANKRD36	3.178756	2.86147	2.995418	2.9622450000000002	3.041763	2.9357	2.91824	2.728266	3.044132	3.012245	3.2823379999999998	3.052636	2.947034	3.273186	3.2311810000000003	3.191
ANKRD36B	2.313923	2.127015	1.688048	1.606636	2.3609869999999997	1.999673	2.052457	2.511977	2.460439	1.9751759999999998	2.521038	2.165794	2.310943	2.3816669999999998	2.3168439999999997	2.362564
ANKRD36BP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029723000000000003	0.0	0.312689	0.0	0.0	0.171639	0.080185	0.0
ANKRD36C	3.279775	3.073386	2.810136	2.7134259999999997	2.7978709999999998	3.012689	2.7668	2.8598470000000002	3.364579	2.378327	3.310311	3.538987	2.910456	3.318284	3.240114	3.195202
ANKRD37	1.5255530000000002	1.561402	1.685024	1.908896	2.1646229999999997	1.906484	1.7623360000000001	2.2103189999999997	1.976702	1.9710509999999999	1.697868	1.820643	1.050271	1.739689	1.780002	1.6767880000000002
ANKRD39	3.905844	4.159886	3.9160809999999997	3.8025339999999996	4.0158059999999995	3.983562	3.9264959999999998	3.912267	3.993147	4.446276999999999	3.871846	3.989874	4.0086580000000005	3.82211	4.041576	4.081939
ANKRD40	5.76861	5.825714	5.806862000000001	5.825058	5.673978	5.808446	5.781657	5.685	5.829587	5.45675	5.953222	5.8662730000000005	5.761271	5.834961	5.814776999999999	5.8466629999999995
ANKRD42	2.821582	2.947521	2.775835	2.904595	2.860316	2.795744	2.777914	2.9973330000000002	2.9815560000000003	3.121762	3.213708	3.19619	2.9173080000000002	3.314104	3.226644	3.204828
ANKRD44	2.3923229999999998	2.401757	2.0812	1.7963630000000002	1.138762	2.546707	2.16756	2.330814	2.532722	2.142139	2.8638779999999997	2.942599	2.17188	2.9386959999999998	3.284389	2.334066
ANKRD46	4.208848000000001	4.502164	4.410238	4.58534	4.541805	4.371956	4.450912000000001	4.613857	4.435756	4.413105000000001	4.430967	4.432967	4.589544	4.461266	4.438347	4.660986
ANKRD49	3.549457	3.976002	3.6378760000000003	3.618381	3.7558849999999997	3.8566879999999997	3.621141	3.6497940000000004	3.598447	2.922473	3.893192	3.893129	3.704565	4.091265	3.609721	3.6975830000000003
ANKRD50	2.6470569999999998	2.934245	2.794844	2.647011	2.60032	2.5091509999999997	2.234102	2.5628990000000003	2.424839	2.015073	2.665632	2.671535	2.537676	2.713905	2.8795290000000002	2.632288
ANKRD52	4.525317	4.440281	4.460261	4.5152220000000005	4.306863	4.396635	4.209204	4.382118	4.688878	4.511252	4.562426	4.612875	4.423108	4.596978	4.307136	4.285107
ANKRD54	5.617829	5.581843	5.6009199999999995	5.449905	5.468891	5.461144	5.427971	5.447463	5.9221330000000005	5.853593	5.8835239999999995	5.798266	5.632611	5.890244999999999	5.675166	5.564212
ANKRD6	3.971633	3.5905620000000003	3.5655050000000004	3.891544	3.8409230000000005	3.611943	3.643617	3.8477989999999997	3.72516	4.108619	3.8239410000000005	3.9349480000000003	3.978473	3.720932	4.0030269999999994	3.897014
ANKRD61	0.0	0.0	0.058815	0.0	0.035188	0.0	0.086498	0.161823	0.16392400000000001	0.0	0.391757	0.0	0.0	0.192144	0.279305	0.027889999999999998
ANKRD63	1.192245	1.370231	1.489579	1.113734	0.706623	0.7685270000000001	0.654335	0.42252399999999996	0.974772	1.643464	0.463131	0.724869	1.085839	0.533504	0.655297	0.643034
ANKRD7	1.998055	1.3746	2.215936	1.513796	2.119583	1.9021549999999998	2.012441	1.9191169999999997	1.739466	1.535431	1.626002	1.9516529999999999	1.2629920000000001	1.590894	2.534967	2.115104
ANKRD9	4.114315	3.7804830000000003	4.041332	4.09187	3.7652589999999995	3.7421089999999997	3.404939	3.6811589999999996	3.7520480000000003	4.482957	3.700187	3.7402279999999997	3.6523120000000002	3.477304	3.619987	4.102869
ANKS1A	4.208743	4.169989	4.100596	3.9962419999999996	3.9213410000000004	3.9490239999999996	3.772935	3.917985	4.177065	4.120528	4.251576	4.217797	3.986368	4.327267	3.9764190000000004	3.968614
ANKS1B	2.141884	1.429397	1.5894780000000002	1.9066869999999998	1.777122	1.771422	1.551311	1.922145	2.388085	2.3724830000000003	1.9194360000000001	2.420198	2.028079	2.5800799999999997	2.697769	2.208948
ANKS3	4.412286	4.525685	4.525526999999999	4.3846050000000005	4.283424	4.549143	4.411127	4.405323	4.958031	4.922837	4.952304	4.693125	4.612304	4.716394	4.456729	4.680654
ANKS6	5.496652	5.478061	5.39295	5.453856	5.307273	5.221725	5.11805	5.253172	5.186914	5.759003	5.2964080000000004	5.1485959999999995	5.283784	5.045995	5.231643	5.187505000000001
ANKZF1	4.9315489999999995	4.983104	4.89575	4.7408019999999995	4.817513	4.796582	4.888241000000001	4.7631879999999995	4.9690959999999995	5.125432	4.879996	5.004558	4.919823	5.343485	5.177236	5.23529
ANLN	5.502987	5.496278	5.419756	5.313552	5.4404069999999995	5.330389	5.190336	5.672033	5.426787	5.504473	5.604709	5.78254	4.974521	5.93549	5.545146	5.3235220000000005
ANO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09351799999999999	0.0
ANO10	4.065195	4.207841	4.116144	4.127199	4.148736	4.070439	4.111775	4.103391	4.091519	4.182343	4.224307	4.369873	4.239648000000001	4.254293	4.6570849999999995	4.4488650000000005
ANO4	0.927047	1.050142	0.95073	1.358023	1.424431	1.628164	1.273015	1.773838	1.985543	0.8177949999999999	1.5814290000000002	0.8860299999999999	1.526153	1.218141	0.988087	1.251231
ANO5	2.853043	2.820894	2.781382	2.888747	2.856332	2.809286	2.882549	2.817418	2.733741	2.011592	3.0723599999999998	2.779085	2.828928	3.011272	2.6493860000000002	2.778569
ANO6	4.26296	4.3147720000000005	4.2728	4.300418	4.171291	4.214841000000001	4.245334	4.235144999999999	4.282347	3.8117050000000003	4.373932	4.23019	4.322868	4.271656	4.27375	4.299511
ANO7	2.065052	2.111365	2.117346	1.829241	1.834384	1.458222	1.554072	1.6439400000000002	1.935483	2.25155	1.8182619999999998	1.462793	1.964648	1.840323	1.498987	1.148595
ANO7L1	0.68543	0.8354469999999999	0.0	0.0	0.0	0.0	0.0	0.5082409999999999	0.19289	1.074159	0.0	0.860512	0.0	0.981902	1.6429529999999999	1.18224
ANO8	2.8356220000000003	2.618251	3.105274	2.621005	2.3274630000000003	2.432802	2.3756459999999997	2.500486	2.857012	3.3649519999999997	2.6652549999999997	2.9722150000000003	2.581299	3.1890680000000002	3.139067	2.778874
ANO9	0.0	0.0	0.06928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANP32A	7.740596000000001	7.707271	7.764616999999999	7.689481	7.926947	7.821714	7.807925999999999	7.861312	7.7338960000000005	7.6819679999999995	7.853297	7.708232000000001	7.825388	7.7380770000000005	7.91458	7.876200999999999
ANP32B	8.045351	7.979121000000001	8.040098	8.008997	8.190305	8.132060000000001	8.165811999999999	8.160474	7.985608	7.644487	7.982611	7.9397660000000005	8.142244999999999	7.927249000000001	7.978796000000001	8.062999000000001
ANP32E	7.054946000000001	7.229577000000001	7.219246000000001	7.21081	7.186552000000001	6.98636	6.993549000000001	7.025591	6.901664	6.477249	7.190707000000001	7.077135	7.080177000000001	7.170661999999999	7.187676	7.211364
ANPEP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.662613	0.787744	0.0	0.335582	0.387358	0.0
ANTXR1	4.165382	4.237928	4.205837	4.2512360000000005	3.9639800000000003	4.217621	4.063662	4.128037	4.019671	3.9887610000000002	4.126901999999999	4.143485	4.202081	4.04044	3.928375	3.902282
ANTXR2	2.806252	2.972286	2.810115	2.967782	3.1211919999999997	3.005678	3.0932	2.9442169999999996	3.033225	2.606258	3.035483	2.932859	3.267448	2.622808	3.248524	3.300064
ANXA1	1.304549	1.230241	0.94105	1.579101	1.375384	1.6639680000000001	1.9861509999999998	1.6982650000000001	1.5112459999999999	1.3802159999999999	1.8406209999999998	0.622096	1.557524	0.7879970000000001	1.632248	1.415454
ANXA11	6.573322999999999	6.4841169999999995	6.5194220000000005	6.550764	6.5203739999999994	6.753299	6.768331	6.748999	6.785978	6.854242999999999	6.71855	6.5938039999999996	6.7580919999999995	6.764577	6.568942999999999	6.454443
ANXA2	6.62057	6.57287	6.629205000000001	6.529058999999999	6.639079	6.624834	6.496608	6.626582000000001	6.509306	6.610361999999999	6.818775	6.4655830000000005	6.609360000000001	6.69592	6.500629	6.458028
ANXA2R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021815	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA3	2.148205	2.610447	2.4521830000000002	2.004213	3.042941	2.452956	2.383953	2.646404	2.601022	2.056917	2.058259	3.142507	2.020546	2.341136	2.350059	2.0920919999999996
ANXA4	3.994929	3.841336	4.263513	4.318454	4.0217849999999995	4.294021	4.390933	4.314702	4.487328	4.037159	4.306972	4.278098	4.3193589999999995	4.429842	3.9976760000000002	4.026903
ANXA5	7.8255419999999996	7.841792999999999	7.834491000000001	7.84622	7.836593	7.832764999999999	7.987371	7.862027	7.831766	7.492518	7.874774	8.001175	7.943006	8.078905	7.952425	7.959708999999999
ANXA6	6.0715	5.988914	5.908303	5.9683660000000005	6.099325	6.095867	5.979148	6.090183000000001	5.942568	6.3333639999999995	5.648316	5.830584	6.180982	5.600004	6.12602	6.239408
ANXA7	6.454223000000001	6.480366	6.474985	6.511837	6.561423	6.648588	6.658874000000001	6.669644	6.625599	6.34612	6.6117550000000005	6.551508999999999	6.619267	6.482229	6.410664	6.589111999999999
ANXA9	0.769459	0.76545	1.048669	0.505261	0.558699	0.766358	0.640713	0.791497	1.394531	0.595074	1.539064	0.8679600000000001	0.43375	1.070073	0.9340709999999999	0.9095200000000001
AOAH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14741400000000002	0.0	0.0	0.0	0.0
AOC2	2.216917	2.49	2.684965	2.348652	2.0910330000000004	1.9878740000000001	1.675002	2.040142	2.918237	2.727416	3.102672	3.063644	2.179475	3.612115	2.949662	2.9502
AOC3	1.409918	1.4745409999999999	1.3609790000000002	1.254408	0.9424450000000001	0.92491	0.344459	1.045341	1.592459	2.05082	1.016812	1.874513	0.554867	1.694347	1.55995	1.338798
AP000275.65	1.53776	2.3405080000000003	1.802218	1.4493610000000001	2.345311	2.369896	0.819292	2.563231	0.339708	2.103407	2.469029	3.039498	0.81152	3.037521	2.513102	2.724738
AP000295.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.405393	0.0	0.0	0.0	1.352199	0.0
AP000304.12	1.739127	1.1145	1.1890969999999998	1.8680189999999999	1.293759	1.757928	1.929359	2.537433	2.110674	2.709833	2.196346	1.544446	2.068306	2.023468	1.07155	1.8774810000000002
AP000344.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25400300000000003	0.0	0.0	0.945416	0.0	0.0	0.0
AP000347.2	5.347913	5.154	5.250328	5.13821	5.013678	4.900888	5.185796	5.082193	5.761857	5.5923	5.834441	5.808473	5.266706	5.975449	5.738286	5.57425
AP000347.4	4.2572160000000006	3.7471900000000002	3.7991900000000003	3.621679	3.7015629999999997	3.630014	3.608961	3.632361	4.269727	4.115547	4.452971	4.295618	3.8618349999999997	4.729051999999999	4.642405999999999	4.2114080000000005
AP000349.2	0.061541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000350.10	0.44699700000000003	0.0	0.060020000000000004	1.204779	0.0	1.441786	0.0	0.735262	1.0904610000000001	1.968305	1.48012	1.305965	1.16678	0.843333	0.644161	1.368048
AP000351.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333309	0.0	0.0	0.0
AP000568.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.373364	0.0	0.0	0.0	0.0	0.11282	0.7386550000000001	0.0
AP000580.1	1.105893	2.818165	3.022634	2.948321	2.6232	2.953433	1.8397459999999999	2.318114	2.70435	1.562709	3.266085	3.757802	2.19992	3.988585	2.755866	1.637184
AP000619.5	0.0	0.0	0.0	0.0	0.046701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP000687.1	0.0	0.44992600000000005	0.0	0.7141270000000001	1.9055240000000002	0.0	1.630163	2.208932	1.2115479999999998	0.982714	0.7226319999999999	1.042392	2.690701	0.0	0.0	0.15978399999999998
AP000769.1	6.695702000000001	6.477626	6.5314309999999995	6.071552	6.233505	6.043778	6.053142	6.372091999999999	5.553821	4.978031	5.6958459999999995	6.102711	5.967880999999999	6.763677	6.163157	6.452195
AP000936.1	0.0	0.0	1.37875	0.0	0.0	1.55064	0.0	1.57877	0.0	3.404358	1.735613	0.0	0.0	0.0	0.0	1.920019
AP002381.2	0.228652	0.8593569999999999	0.9013629999999999	0.95509	1.274089	0.784194	0.881657	1.236774	0.457762	1.253572	1.2262620000000002	0.284467	0.453059	0.0	0.556562	0.565617
AP002884.2	0.0	0.0	0.0	0.0	0.563491	0.0	0.0	0.0	0.0	0.0	0.0	0.434144	0.940583	0.0	0.0	0.0
AP002962.1	0.164851	0.226225	0.0	0.0	0.0	0.133524	0.0	0.11881199999999999	0.0	0.0	0.29801300000000003	0.0	0.10909300000000001	0.22180300000000003	0.177675	0.182018
AP003419.11	0.43941	0.765721	0.8208610000000001	0.555963	1.9283400000000002	1.694443	1.6967860000000001	1.671026	1.8555270000000001	0.0	1.991154	1.2014770000000001	0.0	2.721917	0.905235	1.404941
AP006285.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32346199999999997	0.0	0.465557	0.318843	0.0	0.43015699999999996	0.0	0.0
AP1AR	4.5644730000000004	4.823007	4.674906	4.66107	4.612131	4.521184	4.496193	4.480448	4.463524	4.7721540000000005	4.590477	4.447511	4.424958	4.420593	4.4765489999999994	4.562327
AP1B1	6.209869	6.2012	6.206907	6.160584	6.167843	6.113963	6.116678	6.190583999999999	6.179112	6.427398999999999	6.106205999999999	6.312047	6.259947	6.29041	6.168101	6.168162000000001
AP1G1	5.164026	5.104623999999999	5.137269	4.9777569999999995	5.142307	5.267298	5.027887000000001	5.295375	5.562496	5.065512	5.544466000000001	5.618326000000001	5.202744999999999	5.839716	5.379278	5.2518400000000005
AP1G2	6.686999	6.735811999999999	6.815278999999999	6.848767	6.41681	6.673251	6.685441	6.535355	7.009767999999999	6.6691460000000005	6.931947999999999	6.7375110000000005	6.865251	6.852233	6.578588000000001	6.8456600000000005
AP1M1	6.075836	6.199274	6.20106	6.165887000000001	6.166874	6.108965	6.0958309999999996	6.086539	6.183621	6.474729	6.183522	6.236814	6.153867	6.249516000000001	6.218179	6.14933
AP1M2	1.326841	1.517225	0.786234	0.0	0.349541	0.0	0.081397	0.0	0.713454	1.387746	0.8616229999999999	0.7219770000000001	0.0	0.840612	0.598637	0.856116
AP1S1	6.049474	6.153272	6.24717	6.133724	6.016101	5.892264	5.8521279999999996	6.007902	6.040662	6.2823709999999995	6.173361	6.171398	5.989423	6.097982	6.2153849999999995	6.104391000000001
AP1S2	5.6351510000000005	5.7432099999999995	5.642629	5.678647	5.563536	5.7089419999999995	5.79165	5.5853459999999995	5.439905	4.364013	5.672218	5.673842	5.685544	5.613167	5.50023	5.623079
