STUDY_ID	SAMPLE_ID	RNF43
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4751-01	R554G
coadread_tcga_pan_can_atlas_2018	TCGA-CM-4752-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5341-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5344-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5348-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5349-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5860-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5861-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5862-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5863-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5864-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-5868-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6161-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6162-01	R145*
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6163-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6164-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6165-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6166-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6167-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6168-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6169-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6170-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6171-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6172-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6674-01	V299Gfs*143
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6675-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6676-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6677-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6678-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6679-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-CM-6680-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5537-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5538-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5539-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5540-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-5541-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6529-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6530-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6531-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6532-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6533-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6534-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6535-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6536-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6537-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6538-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6539-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6540-01	R286Q
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6541-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6898-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6920-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6922-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6924-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6926-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6927-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6928-01	G659Vfs*41
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6929-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6930-01	G659Vfs*41 G263R
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6931-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-6932-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-D5-7000-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A0X9-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A0XD-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A0XF-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D0-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D4-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D6-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D7-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D8-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1D9-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1DA-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1DB-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1HA-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A1HB-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A280-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A282-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A285-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A288-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28A-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28C-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28E-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28F-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28G-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28H-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28K-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-DM-A28M-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6459-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6460-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6461-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6463-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6569-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6570-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6703-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6704-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6805-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6806-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6807-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6808-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6809-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6854-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6855-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-F4-6856-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6293-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6294-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6295-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6297-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6298-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6299-01	H295Ifs*124
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6302-01	G659Vfs*41
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6303-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6304-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6306-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6307-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6309-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6311-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6315-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6317-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6320-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6321-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6322-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6323-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6586-01	R296H
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6588-01	G659Vfs*41
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6626-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6627-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-G4-6628-01	G659Vfs*41 E293K K125N
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A50T-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A50U-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A50V-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A5IV-01	G659Vfs*41
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A6GA-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A6GB-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A6GC-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A8F7-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-NH-A8F8-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-QG-A5YV-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-QG-A5YW-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-QG-A5YX-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-QG-A5Z1-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-QG-A5Z2-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-QL-A97D-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-RU-A8FL-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-SS-A7HO-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-T9-A92H-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-WS-AB45-01	G659Vfs*41
coadread_tcga_pan_can_atlas_2018	TCGA-5M-AAT5-01	WT
coadread_tcga_pan_can_atlas_2018	TCGA-5M-AATA-01	WT
