,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1,RNF43_G659fs_4,RNF43_G659fs_3,RNF43_G659fs_2,RNF43_G659fs_1
HALLMARK_MYOGENESIS,0.4928621386278062,0.4970840154249154,0.49801174477601423,0.4894171348620947,0.39721308954049855,0.39762122695699553,0.4136741415815989,0.3995357712428172,0.4198931501608242,0.4261598234098237,0.4273299842349279,0.41639659505441184,0.13177150068368768,0.12951577974303294,0.13121349428982054,0.12670106031090927,0.05920426519695931,0.051557246074043904,0.051911688030536404,0.043372578937256066,0.04946228610868622,0.04404768972940733,0.05011540945853625,0.042164141077585475,0.31049664235363406,0.2140893749056622,0.3802532689249329,0.17213960509520168,0.17890947406832247,0.03923073688944283,0.17133744934363979,0.1413981577741317,0.16204013285386254,0.07469016132685331,0.20582302800523927,0.014189275948753044,,,,,,,,,,,,
HALLMARK_NOTCH_SIGNALING,0.6948005871537147,0.7046414987531162,0.6995802004851814,0.6953465011084538,0.5646475372259099,0.5716709101860666,0.5692368788906859,0.5666880560505476,0.6476218255343218,0.6573965576391455,0.6515045461820779,0.6480438714229948,0.14830972494318273,0.1567090807097717,0.14667986013928722,0.14727596415796346,0.09431275731340366,0.10901205211529509,0.10399974259090987,0.09243929964963127,0.083298905682253,0.08870682280288586,0.07790149054176809,0.08168886538307886,0.32784507290845283,0.6360230062868926,0.49150799611698154,0.33684510203020945,0.0834480692272795,0.42921729429539474,0.05955932290805146,0.09955765674178967,0.16992088339695086,0.4611240849591963,0.3633601901184346,0.1419758543513179,,,,,,,,,,,,
HALLMARK_OXIDATIVE_PHOSPHORYLATION,1.1099493501370492,1.111399476782439,1.11054441298208,1.1100830081723323,0.995629622412808,0.9970352551041319,0.9963032708796985,0.9960992471243697,1.0524376749712545,1.0538631019242861,1.0530150197873926,1.052560218741765,0.6797373705071914,0.681828751008051,0.6805419406302197,0.679908324045995,0.6299726846368581,0.6313715163780529,0.6300274677658722,0.629294083697327,0.6339075352933082,0.6361494334795764,0.6345685746003878,0.6340950137664582,0.22387007035569287,0.3735671159111269,0.49644890629441574,0.36369064768523385,-0.045127869290946164,0.049296317396743616,0.09344620424686365,-0.027669966777308198,0.07019367633275167,0.20265356316252817,0.3191147640004427,0.21364070365803034,,,,,,,,,,,,
HALLMARK_P53_PATHWAY,0.77763511572859,0.7732478125307408,0.7783127075336719,0.7698281475969977,0.6781053407357757,0.6844093205812757,0.6839180349872674,0.6832127269488454,0.7212145173470247,0.7117514374781898,0.7209876844076695,0.7084541173992486,0.28891023050423487,0.29096953691027333,0.29146478862648567,0.2901706324261718,0.23447151027956148,0.23615048805377475,0.23947276197460513,0.23226819155633505,0.22705867918323316,0.229927264656598,0.23147742773984264,0.22851936965770217,0.20671289231814538,0.24730999032322548,0.3230419980754172,0.24732461357819907,0.057080295705966684,0.1124532367123318,0.18334196073743977,0.038796935465578705,0.01748011329778754,0.07384344449456023,0.1266070918504401,0.08593127082674872,0.5619785614229144,0.5813009220480135,0.576925506773517,0.5297028183138823,0.3613321829855277,0.38346961351658865,0.41605512239260867,0.3079836012084053,0.39696020416204153,0.43170488223909503,0.4345515832820104,0.37309683628162493
HALLMARK_PANCREAS_BETA_CELLS,0.30378947394354894,0.3011199317626861,0.31751677382405596,0.2810117421955721,0.21117880911417003,0.2474325370286185,0.2504582747122369,0.228632237830989,0.23217951077428678,0.22758131940014364,0.24216183429336435,0.19825374001122478,0.08896147306593388,0.08225288650446033,0.09057596478117295,0.08574333050159634,0.020686925570088374,0.0058093401215064296,0.020410101491789488,-0.008340739572743174,0.011338008384937927,0.01406829082354211,0.02557722940015239,0.010915150747520974,0.2677631560915316,0.4084894573446834,0.62825041033251,0.5985805144270048,0.09872419986764233,0.20876536108471058,0.49135266240002623,0.26002903445786313,0.09709805785459276,0.2652145767878771,0.4753899432326023,0.36569313591940084,,,,,,,,,,,,
HALLMARK_PEROXISOME,0.7578890274087833,0.7525686406827252,0.751035365425057,0.752200227354018,0.6776217638173195,0.6835016491423289,0.6815342720196109,0.6828377049986176,0.6953970759158509,0.688367703347034,0.683541229357971,0.6832699774236282,0.30889917500480774,0.3093061592844911,0.31140341396365223,0.3072376323933119,0.2505716612338675,0.2503054308311389,0.2515576893414583,0.24762705934479418,0.2404515808386869,0.24167676405867028,0.2441995402819769,0.24159156562840892,0.23838892690616753,0.2878627240922283,0.32268573083912805,0.2680587136676186,0.2648469555319352,0.2896426835851847,0.3960060346612709,0.22254599636782013,0.03311659009113004,0.06251609792736333,0.12851845286545538,0.08850442166217619,,,,,,,,,,,,
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.8228536318591806,0.8237285917677967,0.8283425824045781,0.8291146699459709,0.7456592836591561,0.7521312471196115,0.7504551549153834,0.743511731926544,0.7532819533458808,0.7523267558865591,0.7587092856811403,0.7609574743470952,0.3940711548132176,0.40146172285329146,0.40236130986747093,0.39991691774741933,0.3270381714971005,0.33430182989071194,0.3335437735046616,0.33224445305513245,0.3239353564645067,0.3310878044948599,0.3313425474049059,0.32843602908560243,-0.05670484230831353,0.20792566527399392,0.191758747797553,0.18190278647726565,-0.20777386336712172,-0.09190783035877868,-0.12013554915232498,-0.07336872450505014,-0.19009642349742828,0.052626000630903357,0.05660644577089447,0.03616670718164641,,,,,,,,,,,,
HALLMARK_PROTEIN_SECRETION,0.9508760494529651,0.9567172005595876,0.9529023906972164,0.9545536143199418,0.8563230348726333,0.8617873506564586,0.8593027956036577,0.8602222269745037,0.8945649284684806,0.9022814419062929,0.896199430211063,0.900242188987095,0.4609036996614341,0.46942583004381505,0.4646946801541637,0.4669576479615231,0.41378892023000824,0.422018836369315,0.41771856311272454,0.4181564622533217,0.4110260479706804,0.41984200176092296,0.415229633912732,0.41638877008607694,-0.212014685136726,0.04241133127418457,-0.06070431028222422,0.03606968131806649,0.03327976743517855,-0.014529516766544723,0.027233677393654367,0.010805571814874976,-0.3379488598075577,-0.06964661087172393,-0.19368842525301355,-0.10024737039525838,,,,,,,,,,,,
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,0.8998196015553644,0.9160337599013413,0.9048429813763709,0.9049371866943405,0.7980623892988318,0.801061010164995,0.8029821655520861,0.8147249357653427,0.8366380375398742,0.8607334257910894,0.8403463505533842,0.8427290716171268,0.426104272988295,0.43075988732534737,0.4357476348753898,0.42658024935626654,0.36196440819788595,0.3659376310288757,0.36870256707631155,0.36707791981754206,0.3549340226344294,0.3624429281013975,0.3690555732184296,0.3613642786370456,0.4307983094911174,0.5188560965989624,0.6648597046346811,0.5178769365064019,0.1807023890262582,0.20441445934939492,0.4224573515679235,0.13341043472171546,0.25901942603204214,0.364852373293191,0.4972746115671682,0.33069794680918785,,,,,,,,,,,,
HALLMARK_SPERMATOGENESIS,0.44899924896668614,0.4515419031424453,0.44364267117941397,0.4644206541101325,0.36693461663996707,0.3593304749163288,0.36485447906874086,0.3651879753140516,0.3672789754856383,0.37030745596085635,0.35934765914550554,0.3864291586553706,0.177978732585675,0.19007432566598795,0.1840842108395282,0.18650405269999432,0.10275705788970406,0.11767691528662,0.10899029245329558,0.10172603569133051,0.09785955701764343,0.10765752497769658,0.10562844760836697,0.10774693154538524,0.014071300840112797,0.17032381862205007,0.14137481124058948,0.09265163729630695,-0.0363921666367745,-0.01766697424561534,0.030183430298664753,0.07624262807990854,-0.12352170933401371,0.04547088952787614,0.004898471926976549,-0.06342156906557965,,,,,,,,,,,,
HALLMARK_TGF_BETA_SIGNALING,0.785507650865651,0.7944295455085821,0.7845373853785557,0.7873447528234421,0.6983725415215791,0.7176060583028118,0.6975356294787212,0.703348482655875,0.7342509123931077,0.7425185220895486,0.7331242437182602,0.7365499569852153,0.25973104537663455,0.26889394756273494,0.2585749260506877,0.258223193192932,0.2098665243640105,0.21888804791306876,0.20747502418905292,0.20672481946574317,0.2020248142044069,0.21611052694689487,0.2018679294752947,0.20455842046510392,0.3817986348752591,0.6602075229372952,0.3745118226677632,0.5819000445316099,0.29652404794729104,0.39073318098336757,0.3000629252358265,0.3162628326431155,0.25452052048671364,0.5063011613427564,0.240837669771314,0.36406499562318173,,,,,,,,,,,,
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.568719075440919,0.5647938343362631,0.5689844296991384,0.556817850499491,0.4665636710689764,0.467085192488675,0.4619631931974808,0.4538787061052614,0.5126743599982578,0.5074013530050138,0.5147524771249472,0.4991903967392304,0.07607151395915707,0.0774577218003135,0.07916007949683146,0.0660409534592178,0.013755114576562139,0.011321903839232287,0.013422377823282256,0.004496344364198087,0.015662210940444437,0.01671003014041458,0.018836014839072067,0.0049014230978190075,0.6765218154888967,0.6559691408723792,0.7050330015120624,0.6350318839713938,0.47898044270318607,0.37605543807429664,0.4596127327548824,0.17588597470453374,0.5052127924777707,0.4834552354490256,0.520406109070208,0.44850045920608284,0.08256841345733523,0.07554965548533318,0.09054027116361146,0.042417746517125966,-0.10238164578581173,-0.1264172048465064,-0.0944093117039318,-0.19578585522083325,-0.08444685925020642,-0.0961122482828018,-0.081460015282702,-0.14071387543666372
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1.0493366251555234,1.0476863328276171,1.0478654925943411,1.0547322554231395,0.9441448190450707,0.9453711745954555,0.9463489462068114,0.9487821557272833,0.9874056597776626,0.9857802738958309,0.9854996142821179,0.9960076391382633,0.6210149479501655,0.616921213297931,0.619675795812889,0.6236195437026024,0.569980170203981,0.5670802585043658,0.5692010365688231,0.5733647365939424,0.570798880006018,0.5682122222664017,0.569704948101376,0.5737702135878049,0.04599538673097856,-0.0286625335389749,0.06860210415581633,0.2887753288529943,0.10716164163116171,0.12393597909844516,0.1627066549197298,0.2353637752343468,-0.07231978183951822,-0.1652043100473667,-0.07950190241469836,0.13220048606120938,,,,,,,,,,,,
HALLMARK_UV_RESPONSE_DN,0.6629787206638276,0.6653010067985695,0.6644015885698195,0.6662484965014178,0.5859034758974957,0.582682106487129,0.5814844792729431,0.5908187684746207,0.6153697637512614,0.6171835270862132,0.6162347431156474,0.6190122095603592,0.08959470064784245,0.0943275250864733,0.09360958569881637,0.0917592076023328,0.046198307422192005,0.052723318173747105,0.05013730974555678,0.0522104429504124,0.049735470493006695,0.05505197732146981,0.05409183712951539,0.0539756190355325,0.4576765717376501,0.5069741508883077,0.4122992203950811,0.5227846532626348,0.23276052164190164,0.2701306173763354,0.20056262415900525,0.10691978430492446,0.275782326104555,0.33825797627585463,0.25244334525956047,0.33506469718223875,,,,,,,,,,,,
HALLMARK_UV_RESPONSE_UP,0.8456718523195933,0.8509966216666454,0.8493903263219132,0.845278753687224,0.7520324016362911,0.7466098856652144,0.7557831483942775,0.7535011493643309,0.7847262592373401,0.7930888976393546,0.7882219846991302,0.7849521742721808,0.38354763289111465,0.38833549205314627,0.3876351686178875,0.37989194293308937,0.31735315855029483,0.3199430595936125,0.3177168337786518,0.3104767429153739,0.3093369982727797,0.31094141537297204,0.31534958542623254,0.30664403265598267,0.5256105178292368,0.5216858873658224,0.6438232732915807,0.46418873762872503,0.26689144060254016,0.28075664875404294,0.4504214653015764,0.25165250628073726,0.37029128017554247,0.34412321559291936,0.4590575515440461,0.30196561626559204,,,,,,,,,,,,
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.7629212596630576,0.7764001848040974,0.774677264670544,0.7702363638500266,0.7090824460417693,0.7091954417781888,0.7101774692879897,0.7048865734812197,0.7007320623282628,0.7175907787181461,0.7197711224312838,0.7124604185821896,0.28165373542277855,0.28373020234822666,0.28412886649549784,0.2736994897615534,0.2310087685002323,0.23667602482395794,0.23766627661150153,0.21752476520045358,0.22570511984331637,0.22923700082955228,0.23033237256332495,0.2173924470451456,0.47741673304869164,0.4876811675974357,0.5015179255213187,0.3334176360337191,0.3403095438209902,0.3340385944922286,0.27679732339981117,0.1227169515632204,0.30449205557355047,0.28996145216958785,0.36317486877885313,0.15098964026359174,,,,,,,,,,,,
HALLMARK_XENOBIOTIC_METABOLISM,0.5734010075271195,0.5706116845110878,0.5752964751613269,0.5694904526452261,0.4800650024732493,0.48692654273546093,0.4925670777691985,0.47738216912596865,0.4989665152206457,0.4951667670665594,0.504324358106152,0.49464087647776095,0.26393517481803613,0.2649118750729179,0.2672663785513396,0.25739375713525864,0.1820514985650975,0.18551572316933612,0.1897106747968849,0.17987004449404378,0.18480251061366476,0.18386688676494997,0.1872305565479113,0.17504739099559866,0.3837873797665031,0.328027117016974,0.395054232979783,0.26550652489629856,0.2662125175066973,0.3432768792621778,0.4046633555838396,0.23032063381266404,0.23183063334219634,0.14868491727411795,0.22850254416212135,0.08779781130598274,,,,,,,,,,,,
